2143898460	2143898460	1
-2146201930	-2146201930	2
2146395207	-2146201930	3
-2146491338	-2146491338	4
2145284837	-2146491338	5
-2140153520	-2146491338	6
2143483302	-2146491338	7
-2143468738	-2146491338	8
2141951471	-2146491338	9
-2140643702	-2146491338	10
2145074717	-2146491338	11
-2146803863	-2146803863	12
2141281722	-2146803863	13
-2146180916	-2146803863	14
2143489395	-2146803863	15
-2144352260	-2146803863	16
2146316665	-2146803863	17
-2142368635	-2146803863	18
2143180492	-2146803863	19
-2146704213	-2146803863	20
2140241601	-2146803863	21
-2141722781	-2146803863	22
2145831022	-2146803863	23
-2146145721	-2146803863	24
2146705551	-2146803863	25
-2142700797	-2146803863	26
2141156694	-2146803863	27
-2145241555	-2146803863	28
2144505373	-2146803863	29
-2145324949	-2146803863	30
2142486830	-2146803863	31
-2144264487	-2146803863	32
2140211998	-2146803863	33
-2141515643	-2146803863	34
2142859379	-2146803863	35
-2145123566	-2146803863	36
2144611404	-2146803863	37
-2142342339	-2146803863	38
2143805997	-2146803863	39
-2145125488	-2146803863	40
2147080212	-2146803863	41
-2140646086	-2146803863	42
2146353695	-2146803863	43
-2144526339	-2146803863	44
2142275380	-2146803863	45
-2142585341	-2146803863	46
2146842229	-2146803863	47
-2144014020	-2146803863	48
2143985206	-2146803863	49
-2140096239	-2146803863	50
2145264306	-2146803863	51
-2145798188	-2146803863	52
2147264716	-2146803863	53
-2142151188	-2146803863	54
2143070753	-2146803863	55
-2140806963	-2146803863	56
2145967224	-2146803863	57
-2147259987	-2147259987	58
2143112404	-2147259987	59
-2143311949	-2147259987	60
2143583193	-2147259987	61
-2143962839	-2147259987	62
2144887334	-2147259987	63
-2145509769	-2147259987	64
2146096843	-2147259987	65
-2142386237	-2147259987	66
2144530338	-2147259987	67
-2146462781	-2147259987	68
2144289178	-2147259987	69
-2146119720	-2147259987	70
2142090206	-2147259987	71
-2143739941	-2147259987	72
2147299411	-2147259987	73
-2140490113	-2147259987	74
2145713743	-2147259987	75
-2140303804	-2147259987	76
2142921229	-2147259987	77
-2142717892	-2147259987	78
2146381077	-2147259987	79
-2147306944	-2147306944	80
2145330123	-2147306944	81
-2146270123	-2147306944	82
2145363466	-2147306944	83
-2144643791	-2147306944	84
2142678669	-2147306944	85
-2145138902	-2147306944	86
2141280252	-2147306944	87
-2143405829	-2147306944	88
2143452955	-2147306944	89
-2140903334	-2147306944	90
2147448119	-2147306944	91
-2140039748	-2147306944	92
2144904406	-2147306944	93
-2142624799	-2147306944	94
2143028994	-2147306944	95
-2144874522	-2147306944	96
2147101711	-2147306944	97
-2140195547	-2147306944	98
2141441647	-2147306944	99
-2144969275	-2147306944	100
2146904589	-2147306944	101
-2141610898	-2147306944	102
2141357807	-2147306944	103
-2140030725	-2147306944	104
2144894308	-2147306944	105
-2140105526	-2147306944	106
2142208025	-2147306944	107
-2143058298	-2147306944	108
2145509982	-2147306944	109
-2143516744	-2147306944	110
2143382817	-2147306944	111
-2142749335	-2147306944	112
2140904496	-2147306944	113
-2145698145	-2147306944	114
2143100280	-2147306944	115
-2140396421	-2147306944	116
2146052844	-2147306944	117
-2143668048	-2147306944	118
2146940953	-2147306944	119
-2145577084	-2147306944	120
2143601125	-2147306944	121
-2143138431	-2147306944	122
2142492178	-2147306944	123
-2141349374	-2147306944	124
2141384046	-2147306944	125
-2140813715	-2147306944	126
2145470452	-2147306944	127
-2144535884	-2147306944	128
2145403530	-2147306944	129
-2140394470	-2147306944	130
2146603883	-2147306944	131
-2140806844	-2147306944	132
2146497708	-2147306944	133
-2142281342	-2147306944	134
2142782137	-2147306944	135
-2146929187	-2147306944	136
2140503252	-2147306944	137
-2146989072	-2147306944	138
2143382614	-2147306944	139
-2144576815	-2147306944	140
2140197742	-2147306944	141
-2144046617	-2147306944	142
2144784779	-2147306944	143
-2143384385	-2147306944	144
2141086675	-2147306944	145
-2145253373	-2147306944	146
2142171770	-2147306944	147
-2141598493	-2147306944	148
2146269685	-2147306944	149
-2146995985	-2147306944	150
2140326246	-2147306944	151
-2141202059	-2147306944	152
2145779776	-2147306944	153
-2142271250	-2147306944	154
2143190612	-2147306944	155
-2140851412	-2147306944	156
2144257523	-2147306944	157
-2146161571	-2147306944	158
2144861209	-2147306944	159
-2146277142	-2147306944	160
2144417275	-2147306944	161
-2140432415	-2147306944	162
2143133989	-2147306944	163
-2146573070	-2147306944	164
2145695574	-2147306944	165
-2142365232	-2147306944	166
2145389443	-2147306944	167
-2143985334	-2147306944	168
2142165709	-2147306944	169
-2143304530	-2147306944	170
2141124031	-2147306944	171
-2145303382	-2147306944	172
2145143293	-2147306944	173
-2145113426	-2147306944	174
2144296642	-2147306944	175
-2142355142	-2147306944	176
2146755621	-2147306944	177
-2140551706	-2147306944	178
2147381894	-2147306944	179
-2142987381	-2147306944	180
2144618620	-2147306944	181
-2140473514	-2147306944	182
2141804813	-2147306944	183
-2144394329	-2147306944	184
2143477226	-2147306944	185
-2144747085	-2147306944	186
2143072148	-2147306944	187
-2142432704	-2147306944	188
2140398517	-2147306944	189
-2145555248	-2147306944	190
2142510827	-2147306944	191
-2143621264	-2147306944	192
2144139727	-2147306944	193
-2144468206	-2147306944	194
2142556587	-2147306944	195
-2142035022	-2147306944	196
2144689801	-2147306944	197
-2144210536	-2147306944	198
2140689426	-2147306944	199
-2145269298	-2147306944	200
2142887567	-2147306944	201
-2140044894	-2147306944	202
2140990074	-2147306944	203
-2146504802	-2147306944	204
2144777752	-2147306944	205
-2141735055	-2147306944	206
2140612490	-2147306944	207
-2147426342	-2147426342	208
2141779744	-2147426342	209
-2141406116	-2147426342	210
2142022164	-2147426342	211
-2141162301	-2147426342	212
2142115776	-2147426342	213
-2143379144	-2147426342	214
2143222757	-2147426342	215
-2141503415	-2147426342	216
2142389073	-2147426342	217
-2142091691	-2147426342	218
2141086410	-2147426342	219
-2141721039	-2147426342	220
2145955186	-2147426342	221
-2141057957	-2147426342	222
2143878311	-2147426342	223
-2140137609	-2147426342	224
2146672244	-2147426342	225
-2140139570	-2147426342	226
2147036702	-2147426342	227
-2145471363	-2147426342	228
2142059489	-2147426342	229
-2141306867	-2147426342	230
2144283246	-2147426342	231
-2145041488	-2147426342	232
2144567900	-2147426342	233
-2147234412	-2147426342	234
2141671545	-2147426342	235
-2141854081	-2147426342	236
2145308504	-2147426342	237
-2141673489	-2147426342	238
2141643619	-2147426342	239
-2142254811	-2147426342	240
2140147429	-2147426342	241
-2147428555	-2147428555	242
2141894141	-2147428555	243
-2143297053	-2147428555	244
2142663931	-2147428555	245
-2144016509	-2147428555	246
2142323819	-2147428555	247
-2145133635	-2147428555	248
2144040173	-2147428555	249
-2146453927	-2147428555	250
2146464582	-2147428555	251
-2146211299	-2147428555	252
2146669224	-2147428555	253
-2147002086	-2147428555	254
2143508386	-2147428555	255
-2143193611	-2147428555	256
2141131908	-2147428555	257
-2140323399	-2147428555	258
2145071691	-2147428555	259
-2140434122	-2147428555	260
2142381970	-2147428555	261
-2146937479	-2147428555	262
2140671518	-2147428555	263
-2140190282	-2147428555	264
2144365891	-2147428555	265
-2145452683	-2147428555	266
2143933397	-2147428555	267
-2146568867	-2147428555	268
2145120317	-2147428555	269
-2140919007	-2147428555	270
2147398357	-2147428555	271
-2143010509	-2147428555	272
2144038965	-2147428555	273
-2142702203	-2147428555	274
2145571945	-2147428555	275
-2140348732	-2147428555	276
2140046038	-2147428555	277
-2145971298	-2147428555	278
2147111659	-2147428555	279
-2145072149	-2147428555	280
2140943472	-2147428555	281
-2142730136	-2147428555	282
2140228512	-2147428555	283
-2147136093	-2147428555	284
2145084358	-2147428555	285
-2141658026	-2147428555	286
2146498262	-2147428555	287
-2145169481	-2147428555	288
2147071969	-2147428555	289
-2145942897	-2147428555	290
2140721557	-2147428555	291
-2147016407	-2147428555	292
2142708721	-2147428555	293
-2142435167	-2147428555	294
2140063048	-2147428555	295
-2144030547	-2147428555	296
2144571670	-2147428555	297
-2142829847	-2147428555	298
2147012125	-2147428555	299
-2143715568	-2147428555	300
2143775591	-2147428555	301
-2146009156	-2147428555	302
2145229308	-2147428555	303
-2144533805	-2147428555	304
2144365484	-2147428555	305
-2141546844	-2147428555	306
2141580026	-2147428555	307
-2144449059	-2147428555	308
2145659461	-2147428555	309
-2141340285	-2147428555	310
2140741803	-2147428555	311
-2144391310	-2147428555	312
2141029627	-2147428555	313
-2146928702	-2147428555	314
2141380034	-2147428555	315
-2144171510	-2147428555	316
2146754601	-2147428555	317
-2141425452	-2147428555	318
2145067054	-2147428555	319
-2143906234	-2147428555	320
2141628166	-2147428555	321
-2145157450	-2147428555	322
2146930513	-2147428555	323
-2140476390	-2147428555	324
2140872897	-2147428555	325
-2145043592	-2147428555	326
2140602727	-2147428555	327
